currency,time,price
KING,1729342800,1.968e-05
KING,1729346400,1.968e-05
KING,1729350000,1.968e-05
KING,1729353600,1.968e-05
KING,1729357200,1.968e-05
KING,1729360800,1.968e-05
KING,1729364400,1.968e-05
KING,1729368000,1.968e-05
KING,1729371600,1.968e-05
KING,1729375200,1.968e-05
KING,1729378800,1.968e-05
KING,1729382400,1.968e-05
KING,1729386000,1.968e-05
KING,1729389600,1.968e-05
KING,1729393200,1.968e-05
KING,1729396800,1.968e-05
KING,1729400400,1.968e-05
KING,1729404000,1.943e-05
HANDY,1729144800,0.0003207
HANDY,1729148400,0.0003207
HANDY,1729152000,0.0003568
HANDY,1729155600,0.000331
HANDY,1729159200,0.0003215
HANDY,1729162800,0.0003215
HANDY,1729166400,0.0003215
HANDY,1729170000,0.0003214
HANDY,1729173600,0.0003214
HANDY,1729177200,0.0003215
HANDY,1729180800,0.0003215
HANDY,1729184400,0.0003215
HANDY,1729188000,0.0003215
HANDY,1729191600,0.0003215
HANDY,1729195200,0.0003215
HANDY,1729198800,0.0003215
HANDY,1729202400,0.0003215
HANDY,1729206000,0.0003215
HANDY,1729209600,0.0003215
HANDY,1729213200,0.0003261
HANDY,1729216800,0.0003261
HANDY,1729220400,0.0003261
HANDY,1729224000,0.000326
HANDY,1729227600,0.0003261
HANDY,1729231200,0.0003261
HANDY,1729234800,0.0003098
HANDY,1729238400,0.0003036
HANDY,1729242000,0.0003036
HANDY,1729245600,0.0003036
HANDY,1729249200,0.0003058
HANDY,1729252800,0.0003081
HANDY,1729256400,0.0003081
HANDY,1729260000,0.0003081
HANDY,1729263600,0.0003121
HANDY,1729267200,0.0003205
HANDY,1729270800,0.0003205
HANDY,1729274400,0.0003205
HANDY,1729278000,0.0003205
HANDY,1729281600,0.0003205
HANDY,1729285200,0.0003205
HANDY,1729288800,0.0003205
HANDY,1729292400,0.0003205
HANDY,1729296000,0.0003204
HANDY,1729299600,0.0003204
HANDY,1729303200,0.0003294
HANDY,1729306800,0.0003241
HANDY,1729310400,0.0003241
HANDY,1729314000,0.0003242
HANDY,1729317600,0.0003241
HANDY,1729321200,0.0003242
HANDY,1729324800,0.0003112
HANDY,1729328400,0.000311
HANDY,1729332000,0.0003168
HANDY,1729335600,0.0003183
HANDY,1729339200,0.0003183
HANDY,1729342800,0.0003183
HANDY,1729346400,0.0003183
HANDY,1729350000,0.0003183
HANDY,1729353600,0.0003168
HANDY,1729357200,0.0003168
HANDY,1729360800,0.0003168
HANDY,1729364400,0.0003168
HANDY,1729368000,0.0003168
HANDY,1729371600,0.0003167
HANDY,1729375200,0.0003167
HANDY,1729378800,0.0003167
HANDY,1729382400,0.0003167
HANDY,1729386000,0.0003205
HANDY,1729389600,0.0003206
HANDY,1729393200,0.0003206
HANDY,1729396800,0.0003205
HANDY,1729400400,0.0003224
HANDY,1729404000,0.0003224
NCN,1729144800,0.007417
NCN,1729148400,0.007621
NCN,1729152000,0.007508
NCN,1729155600,0.007341
NCN,1729159200,0.007349
NCN,1729162800,0.007351
NCN,1729166400,0.007973
NCN,1729170000,0.008231
NCN,1729173600,0.007469
NCN,1729177200,0.007609
NCN,1729180800,0.007636
NCN,1729184400,0.00759
NCN,1729188000,0.007934
NCN,1729191600,0.007864
NCN,1729195200,0.007747
NCN,1729198800,0.007957
NCN,1729202400,0.008098
NCN,1729206000,0.0082
NCN,1729209600,0.008193
NCN,1729213200,0.008188
NCN,1729216800,0.008195
NCN,1729220400,0.008149
NCN,1729224000,0.007987
NCN,1729227600,0.007702
NCN,1729231200,0.00782
NCN,1729234800,0.007806
NCN,1729238400,0.007669
NCN,1729242000,0.007745
NCN,1729245600,0.007627
NCN,1729249200,0.007605
NCN,1729252800,0.00726
NCN,1729256400,0.006739
NCN,1729260000,0.006714
NCN,1729263600,0.006806
NCN,1729267200,0.007004
NCN,1729270800,0.007019
NCN,1729274400,0.007238
NCN,1729278000,0.007218
NCN,1729281600,0.007206
NCN,1729285200,0.007426
NCN,1729288800,0.007027
NCN,1729292400,0.006967
NCN,1729296000,0.007076
NCN,1729299600,0.007249
NCN,1729303200,0.007283
NCN,1729306800,0.007015
NCN,1729310400,0.007037
NCN,1729314000,0.007085
NCN,1729317600,0.007042
NCN,1729321200,0.006977
NCN,1729324800,0.006497
NCN,1729328400,0.006479
NCN,1729332000,0.006505
NCN,1729335600,0.006639
NCN,1729339200,0.006567
NCN,1729342800,0.006494
NCN,1729346400,0.006562
NCN,1729350000,0.006656
NCN,1729353600,0.006618
NCN,1729357200,0.006538
NCN,1729360800,0.006505
NCN,1729364400,0.006586
NCN,1729368000,0.006587
NCN,1729371600,0.006566
NCN,1729375200,0.00672
NCN,1729378800,0.006957
NCN,1729382400,0.006908
NCN,1729386000,0.006957
NCN,1729389600,0.006939
NCN,1729393200,0.00687
NCN,1729396800,0.006746
NCN,1729400400,0.006709
NCN,1729404000,0.006723
SPH,1729144800,0.0008998
SPH,1729148400,0.0009197
SPH,1729152000,0.0009196
SPH,1729155600,0.0009503
SPH,1729159200,0.0009501
SPH,1729162800,0.0009601
SPH,1729166400,0.0009601
SPH,1729170000,0.00096
SPH,1729173600,0.00096
SPH,1729177200,0.0009601
SPH,1729180800,0.0009603
SPH,1729184400,0.0009602
SPH,1729188000,0.0009602
SPH,1729191600,0.0009602
SPH,1729195200,0.0009602
SPH,1729198800,0.0009602
SPH,1729202400,0.0009602
SPH,1729206000,0.0009602
SPH,1729209600,0.0009601
SPH,1729213200,0.0009601
SPH,1729216800,0.0009616
SPH,1729220400,0.0009616
SPH,1729224000,0.0009615
SPH,1729227600,0.0009617
SPH,1729231200,0.0009617
SPH,1729234800,0.0009617
SPH,1729238400,0.0009616
SPH,1729242000,0.0009601
SPH,1729245600,0.0009616
SPH,1729249200,0.0009617
SPH,1729252800,0.0009617
SPH,1729256400,0.0009617
SPH,1729260000,0.0009603
SPH,1729263600,0.0009603
SPH,1729267200,0.0009603
SPH,1729270800,0.0009603
SPH,1729274400,0.0009603
SPH,1729278000,0.0009604
SPH,1729281600,0.0009603
SPH,1729285200,0.0009603
SPH,1729288800,0.0008999
SPH,1729292400,0.0008999
SPH,1729296000,0.0008998
SPH,1729299600,0.0008998
SPH,1729303200,0.0008998
SPH,1729306800,0.0008998
SPH,1729310400,0.0008998
SPH,1729314000,0.0008999
